No errors
This data source has been renamed to 'aircraftreports' and will not be available in the next release of the dataserver; 
36 ms
data source=pireps
802 results
receipt_time,observation_time,mid_point_assumed,no_time_stamp,flt_lvl_range,above_ground_level_indicated,no_flt_lvl,bad_location,aircraft_ref,latitude,longitude,altitude_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,sky_cover,cloud_base_ft_msl,cloud_top_ft_msl,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,turbulence_type,turbulence_intensity,turbulence_base_ft_msl,turbulence_top_ft_msl,turbulence_freq,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,icing_type,icing_intensity,icing_base_ft_msl,icing_top_ft_msl,visibility_statute_mi,wx_string,temp_c,wind_dir_degrees,wind_speed_kt,vert_gust_kt,report_type,raw_text
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,RCH415,47.2167,-39.15,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,288,21,,AIREP,ARP RCH415 4713N 03909W 0239 F350 M49 288/21 4900N 03000W 0330 5000N 02000W KT 44130A DDL XXN 020240 F55A,
2020-02-02T02:44:24Z,2020-02-02T02:39:00Z,,,,,,,THY6691,47.1333,-34.9333,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,233,31,,AIREP,ARP THY6691 4708N 03456W 0239 F340 M44 233/31 4800N 03000W 0303 4900N 02000W KT TCLJO QXT AME 020239 F50A,
2020-02-02T02:44:21Z,2020-02-02T02:39:00Z,,,,,,,CFG103,43.5167,-23.3167,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,229,132,,AIREP,ARP CFG103 4331N 02319W 0239 F360 M59 229/132 4500N 02000W 0257 SEPAL KT DABUL QXT EUA 020240 F16A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,SAS904,56.9,-35.7333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,251,31,,AIREP,ARP SAS904 5654N 03544W 0238 F390 M44 251/31 5859N 02959W 0305 6059N 01959W KT LNRKT DDL XXN 020238 J16A,
2020-02-02T02:44:25Z,2020-02-02T02:38:00Z,,,,,,,DLH443,54.0667,-22.05,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,232,55,,AIREP,ARP DLH443 5404N 02203W 0238 F380 M42 232/55 5400N 02000W 0246 DOGAL KT DAIGS DDL XXN 020238 J06A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,DAL228,53.2833,-44.1333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,287,43,,AIREP,ARP DAL228 5317N 04408W 0238 F370 M48 287/43 5359N 04000W 0256 5359N 03000W KT N1603 QXT IGW 020239 F20A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,DAL404,52.6833,-47.1333,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,274,41,,AIREP,ARP DAL404 5241N 04708W 0238 F370 M50 274/41 5400N 04000W 0310 5400N 03000W KT N196DN QXT IGW 020238 F11A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,UAL958,52.0667,-35.45,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,272,31,,AIREP,ARP UAL958 5204N 03527W 0238 F350 M46 272/31 5158N 03000W 0302 5258N 02000W KT N677UA DDL XXN 020238 F88A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,EIN122,51.9833,-40.1167,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,255,27,,AIREP,ARP EIN122 5159N 04007W 0238 F380 M48 255/27 5200N 04000W 0238 5200N 03000W KT EIDUZ DDL XXW 020238 J91A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,EWG6BR,51.8,-23.0167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,236,62,,AIREP,ARP EWG6BR 5148N 02301W 0238 F390 M42 236/62 5200N 02000W 0251 LIMRI KT OOSFL QXT AOE 020238 J78A,
2020-02-02T02:44:31Z,2020-02-02T02:38:00Z,,,,,,,DLH403,51.0833,-36.9,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,253,22,,AIREP,ARP DLH403 5105N 03654W 0238 F370 M46 253/22 5059N 03000W 0307 5159N 02000W KT DABYU DDL XXH 020238 F76A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,ACA832,50.3333,-48.65,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,288,48,,AIREP,ARP ACA832 5020N 04839W 0238 F380 M50 288/48 5200N 04000W 0317 5200N 03000W KT CFRSR DDL XXH 020239 L44A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,ACA856,49.2167,-49.1,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,284,56,,AIREP,ARP ACA856 4913N 04906W 0238 F370 M53 284/56 5059N 04000W 0319 5059N 03000W KT CFNOG DDL XXH 020242 L58A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,DAL16,49.0667,-51.7167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,281,49,,AIREP,ARP DAL16 4904N 05143W 0238 F390 M52 281/49 4929N 05000W 0246 5129N 04000W KT N853NW DDL YAY 020238 J28A,
2020-02-02T02:44:31Z,2020-02-02T02:38:00Z,,,,,,,AAL20,47.5833,-51.7,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,277,64,,AIREP,ARP AAL20 4735N 05142W 0238 F380 M55 277/64 4800N 05000W 0246 5000N 04000W KT N759AN DDL YYT 020238 F86A,
2020-02-02T02:44:44Z,2020-02-02T02:38:00Z,,,,,,,CRL901,47.5833,-54.7333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,281,56,,AIREP,ARP CRL901 4735N 05444W 0238 F390 M54 281/56 4800N 05000W 0300 5000N 04000W KT FHBIL QXS YJT 020238 J50A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,VIR76X,45.8333,-46.35,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,307,55,,AIREP,ARP VIR76X 4550N 04621W 0238 F370 M52 307/55 4659N 04000W 0310 4859N 03000W KT GVAST DDL XXH 020239 F55A,
2020-02-02T02:44:21Z,2020-02-02T02:38:00Z,,,,,,,BAW32N,44.1667,-39.3333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,315,18,,AIREP,ARP BAW32N 4410N 03920W 0238 F380 M46 315/18 4600N 03000W 0325 4700N 02000W KT GCIVM QXT AME 020239 F18A,
2020-02-02T02:45:06Z,2020-02-02T02:38:00Z,,,,,,,UAL2400,40.2667,-103.3333,40000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,AIREP,ARP UAL2400 4016N 10320W 0238 F400 TB MOD IC,
2020-02-02T02:44:24Z,2020-02-02T02:38:00Z,,,,,,,ETD941,23.0667,62.6167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,251,107,,AIREP,ARP ETD941 2304N 06237E 0238 F350 M42 251/107,
2020-02-02T02:44:24Z,2020-02-02T02:38:00Z,,,,,,,SVA818,21.5667,67.6667,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,257,85,,AIREP,ARP SVA818 2134N 06740E 0238 F330 M36 257/85,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,BAW4EA,63.2167,-53.2167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,297,28,,AIREP,ARP BAW4EA 6313N 05313W 0237 F390 M47 297/28 6258N 05001W 0248 6158N 04001W KT GVIIE QXT AME 020237 F76A,
2020-02-02T02:44:44Z,2020-02-02T02:37:00Z,,,,,,,ACA80,60.6667,-24.0667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,236,38,,AIREP,ARP ACA80 6040N 02404W 0237 F380 M47 236/38 6058N 01959W 0251 6158N 01000W KT CFRSA DDL VEY 020237 L07A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,DAL56,58.0667,-46.4167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,287,44,,AIREP,ARP DAL56 5804N 04625W 0237 F350 M48 287/44 5759N 04000W 0302 5759N 03000W KT N191DN QXS UAK 020237 F24A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,DAL42,53.3667,-43.6667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,274,42,,AIREP,ARP DAL42 5322N 04340W 0237 F350 M52 274/42 5359N 04000W 0253 5359N 03000W KT N1608 QXT IGW 020237 F22A,
2020-02-02T02:44:44Z,2020-02-02T02:37:00Z,,,,,,,KLM254,53.0,-18.7333,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-41,238,57,,AIREP,ARP KLM254 5300N 01844W 0237 F380 M41 238/57 MALOT 0252 GISTI KT PHBKA QXT EUA 020237 L52A,
2020-02-02T02:38:52Z,2020-02-02T02:37:00Z,,,,,,,ACA874,52.0667,-36.65,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,254,26,,AIREP,ARP ACA874 5204N 03639W 0237 F360 M45 254/26 5158N 03000W 0306 5258N 02000W KT CFIVR DDL XXH 020237 F40A,
2020-02-02T02:44:44Z,2020-02-02T02:37:00Z,,,,,,,EIN1TC,52.05,-31.8333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,227,36,,AIREP,ARP EIN1TC 5203N 03150W 0237 F360 M46 227/36 5159N 03000W 0245 5259N 02000W KT EILRC DDL IG1 020237 J23A,
2020-02-02T02:44:21Z,2020-02-02T02:37:00Z,,,,,,,ISS902,52.0167,-18.4,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,245,62,,AIREP,ARP ISS902 5201N 01824W 0237 F390 M44 245/62 LIMRI 0251 XETBO KT EIGGP QXT EUA 020237 J86A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,DAL134,51.8167,-54.4333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,264,40,,AIREP,ARP DAL134 5149N 05426W 0237 F390 M50 264/40 5259N 05000W 0257 5359N 04000W KT N511DN DDL YIF 020237 J95A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,DAL500,51.2167,-53.0667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,273,48,,AIREP,ARP DAL500 5113N 05304W 0237 F370 M51 273/48 5200N 05000W 0252 5400N 04000W KT N175DZ QXS YAY 020237 F60A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,AAL754,50.45,-43.3167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,274,37,,AIREP,ARP AAL754 5027N 04319W 0237 F390 M50 274/37 5100N 04000W 0252 5100N 03000W KT N293AY DDL XXN 020237 J47A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,DAL72,49.6,-51.7833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,272,61,,AIREP,ARP DAL72 4936N 05147W 0237 F370 M54 272/61 5000N 05000W 0246 5200N 04000W KT N807NW DDL YAY 020237 J87A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,UAL950,47.8167,-54.6833,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,271,67,,AIREP,ARP UAL950 4749N 05441W 0237 F370 M55 271/67 JOOPY 0250 4900N 05000W KT N788UA DDL XXN 020237 F21A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,KAC118,45.8667,-46.1,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,307,63,,AIREP,ARP KAC118 4552N 04606W 0237 F320 M53 307/63 4658N 03959W 0308 4858N 02959W KT 9KAOD QXT AME 020237 F28A,
2020-02-02T02:44:25Z,2020-02-02T02:37:00Z,,,,,,,ABG7572,44.9167,-47.1667,29000,,,,,,,,,,,,,,,,,,,,,,,,,,,-48,309,68,,AIREP,ARP ABG7572 4455N 04710W 0237 F290 M48 309/68 4900N 04000W 0324 5400N 03000W KT VQBGP DDL XXN 020237 F57A,
2020-02-02T02:44:21Z,2020-02-02T02:37:00Z,,,,,,,ABD716,44.9,-51.4833,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,297,117,,AIREP,ARP ABD716 4454N 05129W 0237 F350 M60 297/117 4459N 05000W 0244 4659N 04000W KT TFAMP QXS YYT 020238 F26A,
2020-02-02T02:44:21Z,2020-02-02T02:37:00Z,,,,,,,GFA061,19.8333,66.4667,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,259,65,,AIREP,ARP GFA061 1950N 06628E 0237 F320 M36 259/65,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,KLM48,54.6167,-42.35,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,266,41,,AIREP,ARP KLM48 5437N 04221W 0236 F390 M46 266/41 5500N 04000W 0246 5600N 03000W KT PHBHA QXT AME 020237 L45A,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,AFR345,53.1,-35.5833,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,250,25,,AIREP,ARP AFR345 5306N 03535W 0236 F360 M45 250/25 5300N 03000W 0259 5400N 02000W KT FGSPP QXT AOE 020236 F35A,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,UAL989,52.0667,-32.4667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,239,40,,AIREP,ARP UAL989 5204N 03228W 0236 F370 M44 239/40 5159N 03000W 0246 5259N 02000W KT N794UA DDL XXN 020236 F38A,
2020-02-02T02:44:21Z,2020-02-02T02:36:00Z,,,,,,,SWR87,51.3,-22.9167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,231,60,,AIREP,ARP SWR87 5118N 02255W 0236 F370 M43 231/60 5130N 02000W 0249 ADARA KT HBJHF DDL XXF 020237 J61A,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,DLH411,51.05,-31.1167,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,230,40,,AIREP,ARP DLH411 5103N 03107W 0236 F390 M44 230/40 5100N 03000W 0241 5200N 02000W KT DAIHH DDL XXN 020236 J86A,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,BAW5CA,49.3333,-55.1167,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,264,60,,AIREP,ARP BAW5CA 4920N 05507W 0236 F370 M54 264/60 5000N 05000W 0259 5200N 04000W KT GXWBD QXS YQX 020236 J49A,
2020-02-02T02:38:52Z,2020-02-02T02:36:00Z,,,,,,,AAL94,45.85,-46.1833,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-51,299,54,,AIREP,ARP AAL94 4551N 04611W 0236 F390 M51 299/54 4658N 03959W 0307 4758N 03000W KT N773AN DDL XXN 020236 F55A,
2020-02-02T02:44:21Z,2020-02-02T02:36:00Z,,,,,,,CFG951,45.0167,-19.9667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-58,233,123,,AIREP,ARP CFG951 4501N 01958W 0236 F360 M58 233/123 SEPAL 0329 LAPEX KT DABUF QXT IGW 020236 F66A,
2020-02-02T02:45:05Z,2020-02-02T02:36:00Z,,,,,,,AAL254,30.2833,-131.6333,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,279,16,,AIREP,ARP AAL254 3017N 13138W 0236 F310 MS44 279/016KT,
2020-02-02T02:45:05Z,2020-02-02T02:36:00Z,,,,,,,WJA1863,23.7833,-153.3667,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,292,14,,AIREP,ARP WJA1863 2347N 15322W 0236 F350 MS53 292/014KT,
2020-02-02T02:44:21Z,2020-02-02T02:36:00Z,,,,,,,SOO085,19.9833,75.8333,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-36,264,67,,AIREP,ARP SOO085 1959N 07550E 0236 F320 M36 264/67,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,THT8,60.2333,-35.6667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,358,26,,AIREP,ARP THT8 6014N 03540W 0235 F370 M44 358/26 5859N 03001W 0257 5659N 02001W KT FOMUA QXT AOE 020235 L01A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,FDX97,59.8667,-41.9833,31900,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,278,27,,AIREP,ARP FDX97 5952N 04159W 0235 F319 M47 278/27 5900N 05000W 0309 AVUTI KT N607FE DDL UAK 020235 F79A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,FDX3,57.0333,-30.9,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,225,45,,AIREP,ARP FDX3 5702N 03054W 0235 F320 M49 225/45 5700N 04000W 0316 5700N 05000W KT N868FD QXT AME 020235 F70A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,CLX47S,56.4333,-46.9833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,273,52,,AIREP,ARP CLX47S 5626N 04659W 0235 F340 M50 273/52 5602N 05001W 0249 5404N 05702W KT LXVCJ QXT AME 020235 F82A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,FDX27,55.8333,-10.7333,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,235,54,,AIREP,ARP FDX27 5550N 01044W 0235 F310 M53 235/54 SUNOT 0257 5800N 02000W KT N623FE DDL SYY 020235 F69A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,EIN104,52.5167,-25.9667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-43,226,49,,AIREP,ARP EIN104 5231N 02558W 0235 F380 M43 226/49 5300N 02000W 0300 MALOT KT EIFNG DDL XXN 020235 J92A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,DLH427,52.0833,-35.3167,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,263,27,,AIREP,ARP DLH427 5205N 03519W 0235 F340 M45 263/27 5159N 03000W 0259 5259N 02000W KT DAIGM DDL XXH 020235 J57A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,EIN1AW,52.0,-30.6667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,243,46,,AIREP,ARP EIN1AW 5200N 03040W 0235 F380 M46 243/46 5200N 03000W 0238 5258N 02000W KT EIEAV DDL XXN 020235 J85A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,AFR023,51.0167,-19.1667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,234,91,,AIREP,ARP AFR023 5101N 01910W 0235 F370 M45 234/91 DINIM 0252 ELSOX KT FGSQI QXT EUA 020235 F53A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,BEL52B,50.6,-35.35,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,244,35,,AIREP,ARP BEL52B 5036N 03521W 0235 F390 M46 244/35 5030N 03000W 0259 5130N 02000W KT OOSFE QXT AME 020235 J45A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,DAL258,50.6,-51.6,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,274,52,,AIREP,ARP DAL258 5036N 05136W 0235 F370 M53 274/52 5100N 05000W 0243 5300N 04000W KT N802NW DDL YAY 020235 J10A,
2020-02-02T02:38:52Z,2020-02-02T02:35:00Z,,,,,,,DLH419,50.4833,-43.0833,34000,,,,,,,,,,,,,,,,,,,,,,,,,,,-55,279,35,,AIREP,ARP DLH419 5029N 04305W 0235 F340 M55 279/35 5100N 04000W 0249 5100N 03000W KT DABYT DDL XXH 020236 F50A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,BAW9E,50.45,-43.25,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,271,46,,AIREP,ARP BAW9E 5027N 04315W 0235 F400 M50 271/46 5059N 04000W 0250 5059N 03000W KT GVIIC QXT AME 020235 F46A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,DAL80,47.8667,-54.5333,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,272,91,,AIREP,ARP DAL80 4752N 05432W 0235 F350 M59 272/91 JOOPY 0247 4900N 05000W KT N844MH QXS YYT 020235 F58A,
2020-02-02T02:36:40Z,2020-02-02T02:35:00Z,,,,,,,DAL108,44.15,-49.4,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-59,307,79,,AIREP,ARP DAL108 4409N 04924W 0235 F350 M59 307/79 4600N 04000W 0326 4600N 03000W KT N187DN QXT IGW 020235 F50A,
2020-02-02T02:45:05Z,2020-02-02T02:35:00Z,TRUE,,,,,,E170,41.3548,-88.955,19000,,,,,,,,LGT-MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,ORD UA /OV BDF-JOT/TM 0235/FL190/TP E170/TB LGT-MOD,
2020-02-02T02:40:05Z,2020-02-02T02:35:00Z,,,,,,,A321,36.9042,-104.9354,34000,,,,,,,CHOP,LGT-MOD,,,CONT,,,,,,,,,,,,,,,,,,,,PIREP,AXX UA /OV CIM340025/TM 0235/FL340/TP A321/TB CONS LGT-OCNL MOD CHOP/RM ZAB/FDCS,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,SAS946,60.4333,-43.3333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-45,263,25,,AIREP,ARP SAS946 6026N 04320W 0234 F390 M45 263/25 6059N 03959W 0247 6159N 03000W KT LNRKR DDL UAK 020234 J77A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,AMX022,58.8667,-37.8333,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,264,29,,AIREP,ARP AMX022 5852N 03750W 0234 F320 M47 264/29 5901N 04000W 0243 5701N 05001W KT N438AM DDL XXN 020234 L88A,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,UAL27,55.0667,-53.5,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,287,31,,AIREP,ARP UAL27 5504N 05330W 0234 F410 M47 287/31 5559N 04959W 0249 5659N 04000W KT N26902 QXS YHO 020234 L07A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,AFR345,53.1,-35.9333,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,254,25,,AIREP,ARP AFR345 5306N 03556W 0234 F360 M44 254/25 5300N 03000W 0259 5400N 02000W KT FGSPP QXT AOE 020234 F34A,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,AUA74,51.4333,-43.45,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-54,274,29,,AIREP,ARP AUA74 5126N 04327W 0234 F350 M54 274/29 5200N 04000W 0251 5200N 03000W KT OELAX DDL XXN 020234 F24A,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,AUA90,51.1,-34.8167,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,-47,263,27,,AIREP,ARP AUA90 5106N 03449W 0234 F350 M47 263/27 5100N 03000W 0257 5200N 02000W KT OELAT DDL XXN 020234 F78A,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,AFR007,50.9167,-46.0667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,280,37,,AIREP,ARP AFR007 5055N 04604W 0234 F370 M52 280/37 5200N 04000W 0302 5200N 03000W KT FGZNB QXT AME 020234 F29A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,LOT34,50.05,-31.1333,41000,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,359,46,,AIREP,ARP LOT34 5003N 03108W 0234 F410 M44 359/46 5000N 03000W 0239 5100N 02000W KT SPLRD DDL XXN 020235 L61A,
2020-02-02T02:35:53Z,2020-02-02T02:34:00Z,,,,,,,UAL23,49.7333,-54.6667,37000,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,266,57,,AIREP,ARP UAL23 4944N 05440W 0234 F370 M52 266/57 ALLRY 0247 5059N 04959W KT N14011 DDL YDF 020234 L51A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,NRS18U,46.9167,-54.3833,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,280,52,,AIREP,ARP NRS18U 4655N 05423W 0234 F400 M53 280/52 NICSO 0246 4759N 05000W KT GCKOF QXT AME 020234 L24A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,BAW11J,45.2333,-44.3667,36000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,309,43,,AIREP,ARP BAW11J 4514N 04422W 0234 F360 M53 309/43 4559N 04000W 0257 4759N 03000W KT GCIVS QXT AME 020234 F77A,
2020-02-02T02:36:40Z,2020-02-02T02:34:00Z,,,,,,,NOS637,44.35,-23.8667,38000,,,,,,,,,,,,,,,,,,,,,,,,,,,-53,1,108,,AIREP,ARP NOS637 4421N 02352W 0234 F380 M53 001/108 4500N 02000W 0251 SIVIR KT EINEW QXT AME 020234 L50A,
2020-02-02T02:45:06Z,2020-02-02T02:34:00Z,,,,,,,E75,39.6832,-86.3404,2500,OVC,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIREP,IND UA /OV VHP170008/TM 0234/FL025/TP E75/SK 025OVCUNKN/RM DURGD,
2020-02-02T02:40:17Z,2020-02-02T02:34:00Z,,,,,,,E75L,39.5313,-119.656,34000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,RNO UA /OV FMG /TM 0234 /FL340 /TP E75L /TB NEG /RM LENTICULAR CLOUDS CAUSING DEVIATIONS -ZOA CWSU AWC-WEB,
2020-02-02T02:45:05Z,2020-02-02T02:34:00Z,,,,,,,B738,36.1214,-87.1994,38000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,BNA UA /OV BNA270025/TM 0234/FL380/TP B738/TB MOD/RM ZME,
2020-02-02T02:40:05Z,2020-02-02T02:34:00Z,,,,,,,B738,27.6,-154.0,27000,,,,,,,,MOD,,,,,,,,,,,,,,,,,,,,,,,PIREP,PHNL UA /OV 2736N 15400W /TM 0234 /FL270 /TP B738 /TB MOD /RM ZOA CWSU AWC-WEB,
2020-02-02T02:47:08Z,2020-02-02T02:33:00Z,,,,,,,C172,62.141,-150.2209,2000,,,,,,,,NEG,,,,,,,,,,,,,,,,,,,,,,,PIREP,TKA UA /OV TKA180010/TM 0233/FL020/TP C172/TB NEG/RM /AKFSS/,
2020-02-02T02:35:53Z,2020-02-02T02:33:00Z,,,,,,,KLM672,53.2167,-48.45,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-49,274,39,,AIREP,ARP KLM672 5313N 04827W 0233 F390 M49 274/39 5400N 04000W 0309 5500N 03000W KT PHAOM QXT AME 020234 J77A,
2020-02-02T02:36:40Z,2020-02-02T02:33:00Z,,,,,,,DAL132,53.0167,-19.1333,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-42,240,53,,AIREP,ARP DAL132 5301N 01908W 0233 F390 M42 240/53 MALOT 0249 GISTI KT N822NW DDL IG1 020234 J86A,
2020-02-02T02:35:53Z,2020-02-02T02:33:00Z,,,,,,,DLH445,52.0833,-36.8667,39000,,,,,,,,,,,,,,,,,,,,,,,,,,,-46,250,26,,AIREP,ARP DLH445 5205N 03652W 0233 F390 M46 250/26 5159N 03000W 0303 5259N 02000W KT DAIKN DDL XXH 020233 J72A,
